owner,control,selector_template,properties
theme-page-title,_background_hover_position,{{WRAPPER}}:hover,background-position
theme-page-title,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
theme-page-title,_background_hover_size,{{WRAPPER}}:hover,background-size
theme-page-title,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-page-title,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-page-title,_background_hover_transition,{{WRAPPER}},transition
theme-page-title,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
theme-page-title,_background_hover_xpos,{{WRAPPER}}:hover,background-position
theme-page-title,_background_hover_ypos,{{WRAPPER}}:hover,background-position
theme-page-title,_background_image,{{WRAPPER}},background-image
theme-page-title,_background_position,{{WRAPPER}},background-position
theme-page-title,_background_repeat,{{WRAPPER}},background-repeat
theme-page-title,_background_size,{{WRAPPER}},background-size
theme-page-title,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-page-title,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-page-title,_background_video_fallback,{{WRAPPER}},background background-size
theme-page-title,_background_xpos,{{WRAPPER}},background-position
theme-page-title,_background_ypos,{{WRAPPER}},background-position
theme-page-title,_border_border,{{WRAPPER}},border-style
theme-page-title,_border_color,{{WRAPPER}},border-color
theme-page-title,_border_hover_border,{{WRAPPER}}:hover,border-style
theme-page-title,_border_hover_color,{{WRAPPER}}:hover,border-color
theme-page-title,_border_hover_transition,{{WRAPPER}},transition
theme-page-title,_border_hover_width,{{WRAPPER}}:hover,border-width
theme-page-title,_border_radius,{{WRAPPER}},border-radius
theme-page-title,_border_radius_hover,{{WRAPPER}}:hover,border-radius
theme-page-title,_border_width,{{WRAPPER}},border-width
theme-page-title,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
theme-page-title,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
theme-page-title,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
theme-page-title,_element_vertical_align,{{WRAPPER}},align-self
theme-page-title,_element_width,{{WRAPPER}},width max-width
theme-page-title,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
theme-page-title,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
theme-page-title,_flex_order,{{WRAPPER}}.elementor-element,--order
theme-page-title,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
theme-page-title,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
theme-page-title,_grid_column,{{WRAPPER}},grid-column
theme-page-title,_grid_column_custom,{{WRAPPER}},grid-column
theme-page-title,_grid_row,{{WRAPPER}},grid-row
theme-page-title,_grid_row_custom,{{WRAPPER}},grid-row
theme-page-title,_margin,{{WRAPPER}},margin
theme-page-title,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-page-title,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
theme-page-title,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
theme-page-title,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
theme-page-title,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
theme-page-title,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-page-title,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-page-title,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-page-title,_offset_x,body.rtl {{WRAPPER}},right
theme-page-title,_offset_x,body:not(.rtl) {{WRAPPER}},left
theme-page-title,_offset_x_end,body.rtl {{WRAPPER}},left
theme-page-title,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
theme-page-title,_offset_y,{{WRAPPER}},top
theme-page-title,_offset_y_end,{{WRAPPER}},bottom
theme-page-title,_padding,{{WRAPPER}},padding
theme-page-title,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
theme-page-title,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
theme-page-title,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
theme-page-title,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
theme-page-title,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
theme-page-title,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
theme-page-title,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
theme-page-title,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
theme-page-title,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
theme-page-title,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
theme-page-title,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
theme-page-title,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
theme-page-title,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
theme-page-title,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
theme-page-title,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
theme-page-title,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
theme-page-title,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
theme-page-title,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
theme-page-title,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
theme-page-title,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
theme-page-title,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
theme-page-title,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
theme-page-title,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
theme-page-title,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
theme-page-title,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
theme-page-title,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
theme-page-title,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
theme-page-title,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
theme-page-title,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
theme-page-title,_z_index,{{WRAPPER}},z-index
theme-page-title,align,{{WRAPPER}},text-align
theme-page-title,blend_mode,{{WRAPPER}} .elementor-heading-title,mix-blend-mode
theme-page-title,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
theme-page-title,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
theme-page-title,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
theme-page-title,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
theme-page-title,text_shadow_text_shadow,{{WRAPPER}} .elementor-heading-title,text-shadow
theme-page-title,text_stroke_stroke_color,{{WRAPPER}} .elementor-heading-title,-webkit-text-stroke-color stroke
theme-page-title,text_stroke_text_stroke,{{WRAPPER}} .elementor-heading-title,-webkit-text-stroke-width stroke-width
theme-page-title,title_color,{{WRAPPER}} .elementor-heading-title,color
theme-page-title,title_hover_color,"{{WRAPPER}} .elementor-heading-title a:hover, {{WRAPPER}} .elementor-heading-title a:focus",color
theme-page-title,title_hover_color_transition_duration,{{WRAPPER}} .elementor-heading-title a,transition-duration
theme-page-title,typography_font_family,{{WRAPPER}} .elementor-heading-title,font-family
theme-page-title,typography_font_size,{{WRAPPER}} .elementor-heading-title,font-size
theme-page-title,typography_font_style,{{WRAPPER}} .elementor-heading-title,font-style
theme-page-title,typography_font_weight,{{WRAPPER}} .elementor-heading-title,font-weight
theme-page-title,typography_letter_spacing,{{WRAPPER}} .elementor-heading-title,letter-spacing
theme-page-title,typography_line_height,{{WRAPPER}} .elementor-heading-title,line-height
theme-page-title,typography_text_decoration,{{WRAPPER}} .elementor-heading-title,text-decoration
theme-page-title,typography_text_transform,{{WRAPPER}} .elementor-heading-title,text-transform
theme-page-title,typography_word_spacing,{{WRAPPER}} .elementor-heading-title,word-spacing
theme-post-content,_background_attachment,(desktop+){{WRAPPER}},background-attachment
theme-post-content,_background_bg_width,{{WRAPPER}},background-size
theme-post-content,_background_color,{{WRAPPER}},background-color
theme-post-content,_background_gradient_angle,{{WRAPPER}},background-color background-image
theme-post-content,_background_gradient_position,{{WRAPPER}},background-color background-image
theme-post-content,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
theme-post-content,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
theme-post-content,_background_hover_color,{{WRAPPER}}:hover,background-color
theme-post-content,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
theme-post-content,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
theme-post-content,_background_hover_image,{{WRAPPER}}:hover,background-image
theme-post-content,_background_hover_position,{{WRAPPER}}:hover,background-position
theme-post-content,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
theme-post-content,_background_hover_size,{{WRAPPER}}:hover,background-size
theme-post-content,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-content,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-content,_background_hover_transition,{{WRAPPER}},transition
theme-post-content,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
theme-post-content,_background_hover_xpos,{{WRAPPER}}:hover,background-position
theme-post-content,_background_hover_ypos,{{WRAPPER}}:hover,background-position
theme-post-content,_background_image,{{WRAPPER}},background-image
theme-post-content,_background_position,{{WRAPPER}},background-position
theme-post-content,_background_repeat,{{WRAPPER}},background-repeat
theme-post-content,_background_size,{{WRAPPER}},background-size
theme-post-content,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-content,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-content,_background_video_fallback,{{WRAPPER}},background background-size
theme-post-content,_background_xpos,{{WRAPPER}},background-position
theme-post-content,_background_ypos,{{WRAPPER}},background-position
theme-post-content,_border_border,{{WRAPPER}},border-style
theme-post-content,_border_color,{{WRAPPER}},border-color
theme-post-content,_border_hover_border,{{WRAPPER}}:hover,border-style
theme-post-content,_border_hover_color,{{WRAPPER}}:hover,border-color
theme-post-content,_border_hover_transition,{{WRAPPER}},transition
theme-post-content,_border_hover_width,{{WRAPPER}}:hover,border-width
theme-post-content,_border_radius,{{WRAPPER}},border-radius
theme-post-content,_border_radius_hover,{{WRAPPER}}:hover,border-radius
theme-post-content,_border_width,{{WRAPPER}},border-width
theme-post-content,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
theme-post-content,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
theme-post-content,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
theme-post-content,_element_vertical_align,{{WRAPPER}},align-self
theme-post-content,_element_width,{{WRAPPER}},width max-width
theme-post-content,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
theme-post-content,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
theme-post-content,_flex_order,{{WRAPPER}}.elementor-element,--order
theme-post-content,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
theme-post-content,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
theme-post-content,_grid_column,{{WRAPPER}},grid-column
theme-post-content,_grid_column_custom,{{WRAPPER}},grid-column
theme-post-content,_grid_row,{{WRAPPER}},grid-row
theme-post-content,_grid_row_custom,{{WRAPPER}},grid-row
theme-post-content,_margin,{{WRAPPER}},margin
theme-post-content,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-content,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
theme-post-content,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
theme-post-content,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
theme-post-content,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
theme-post-content,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-content,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-content,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-content,_offset_x,body.rtl {{WRAPPER}},right
theme-post-content,_offset_x,body:not(.rtl) {{WRAPPER}},left
theme-post-content,_offset_x_end,body.rtl {{WRAPPER}},left
theme-post-content,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
theme-post-content,_offset_y,{{WRAPPER}},top
theme-post-content,_offset_y_end,{{WRAPPER}},bottom
theme-post-content,_padding,{{WRAPPER}},padding
theme-post-content,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
theme-post-content,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
theme-post-content,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
theme-post-content,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
theme-post-content,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
theme-post-content,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
theme-post-content,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
theme-post-content,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
theme-post-content,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
theme-post-content,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
theme-post-content,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
theme-post-content,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
theme-post-content,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
theme-post-content,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
theme-post-content,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
theme-post-content,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
theme-post-content,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
theme-post-content,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
theme-post-content,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
theme-post-content,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
theme-post-content,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
theme-post-content,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
theme-post-content,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
theme-post-content,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
theme-post-content,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
theme-post-content,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
theme-post-content,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
theme-post-content,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
theme-post-content,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
theme-post-content,_z_index,{{WRAPPER}},z-index
theme-post-content,align,{{WRAPPER}},text-align
theme-post-content,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
theme-post-content,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
theme-post-content,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
theme-post-content,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
theme-post-content,text_color,{{WRAPPER}},color
theme-post-content,typography_font_family,{{WRAPPER}},font-family
theme-post-content,typography_font_size,{{WRAPPER}},font-size
theme-post-content,typography_font_style,{{WRAPPER}},font-style
theme-post-content,typography_font_weight,{{WRAPPER}},font-weight
theme-post-content,typography_letter_spacing,{{WRAPPER}},letter-spacing
theme-post-content,typography_line_height,{{WRAPPER}},line-height
theme-post-content,typography_text_decoration,{{WRAPPER}},text-decoration
theme-post-content,typography_text_transform,{{WRAPPER}},text-transform
theme-post-content,typography_word_spacing,{{WRAPPER}},word-spacing
theme-post-excerpt,_background_attachment,(desktop+){{WRAPPER}},background-attachment
theme-post-excerpt,_background_bg_width,{{WRAPPER}},background-size
theme-post-excerpt,_background_color,{{WRAPPER}},background-color
theme-post-excerpt,_background_gradient_angle,{{WRAPPER}},background-color background-image
theme-post-excerpt,_background_gradient_position,{{WRAPPER}},background-color background-image
theme-post-excerpt,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
theme-post-excerpt,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
theme-post-excerpt,_background_hover_color,{{WRAPPER}}:hover,background-color
theme-post-excerpt,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
theme-post-excerpt,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
theme-post-excerpt,_background_hover_image,{{WRAPPER}}:hover,background-image
theme-post-excerpt,_background_hover_position,{{WRAPPER}}:hover,background-position
theme-post-excerpt,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
theme-post-excerpt,_background_hover_size,{{WRAPPER}}:hover,background-size
theme-post-excerpt,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-excerpt,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-excerpt,_background_hover_transition,{{WRAPPER}},transition
theme-post-excerpt,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
theme-post-excerpt,_background_hover_xpos,{{WRAPPER}}:hover,background-position
theme-post-excerpt,_background_hover_ypos,{{WRAPPER}}:hover,background-position
theme-post-excerpt,_background_image,{{WRAPPER}},background-image
theme-post-excerpt,_background_position,{{WRAPPER}},background-position
theme-post-excerpt,_background_repeat,{{WRAPPER}},background-repeat
theme-post-excerpt,_background_size,{{WRAPPER}},background-size
theme-post-excerpt,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
theme-post-excerpt,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
theme-post-excerpt,_background_video_fallback,{{WRAPPER}},background background-size
theme-post-excerpt,_background_xpos,{{WRAPPER}},background-position
theme-post-excerpt,_background_ypos,{{WRAPPER}},background-position
theme-post-excerpt,_border_border,{{WRAPPER}},border-style
theme-post-excerpt,_border_color,{{WRAPPER}},border-color
theme-post-excerpt,_border_hover_border,{{WRAPPER}}:hover,border-style
theme-post-excerpt,_border_hover_color,{{WRAPPER}}:hover,border-color
theme-post-excerpt,_border_hover_transition,{{WRAPPER}},transition
theme-post-excerpt,_border_hover_width,{{WRAPPER}}:hover,border-width
theme-post-excerpt,_border_radius,{{WRAPPER}},border-radius
theme-post-excerpt,_border_radius_hover,{{WRAPPER}}:hover,border-radius
theme-post-excerpt,_border_width,{{WRAPPER}},border-width
theme-post-excerpt,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
theme-post-excerpt,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
theme-post-excerpt,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
theme-post-excerpt,_element_vertical_align,{{WRAPPER}},align-self
theme-post-excerpt,_element_width,{{WRAPPER}},width max-width
theme-post-excerpt,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
theme-post-excerpt,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
theme-post-excerpt,_flex_order,{{WRAPPER}}.elementor-element,--order
theme-post-excerpt,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
theme-post-excerpt,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
theme-post-excerpt,_grid_column,{{WRAPPER}},grid-column
theme-post-excerpt,_grid_column_custom,{{WRAPPER}},grid-column
theme-post-excerpt,_grid_row,{{WRAPPER}},grid-row
theme-post-excerpt,_grid_row_custom,{{WRAPPER}},grid-row
theme-post-excerpt,_margin,{{WRAPPER}},margin
theme-post-excerpt,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-excerpt,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
theme-post-excerpt,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
theme-post-excerpt,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
theme-post-excerpt,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
theme-post-excerpt,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
theme-post-excerpt,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-excerpt,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
theme-post-excerpt,_offset_x,body.rtl {{WRAPPER}},right
theme-post-excerpt,_offset_x,body:not(.rtl) {{WRAPPER}},left
theme-post-excerpt,_offset_x_end,body.rtl {{WRAPPER}},left
theme-post-excerpt,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
theme-post-excerpt,_offset_y,{{WRAPPER}},top
theme-post-excerpt,_offset_y_end,{{WRAPPER}},bottom
theme-post-excerpt,_padding,{{WRAPPER}},padding
theme-post-excerpt,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
theme-post-excerpt,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
theme-post-excerpt,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
theme-post-excerpt,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
theme-post-excerpt,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
theme-post-excerpt,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
theme-post-excerpt,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
theme-post-excerpt,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
theme-post-excerpt,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
theme-post-excerpt,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
theme-post-excerpt,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
theme-post-excerpt,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
theme-post-excerpt,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
theme-post-excerpt,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
theme-post-excerpt,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
theme-post-excerpt,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
theme-post-excerpt,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
theme-post-excerpt,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
theme-post-excerpt,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
theme-post-excerpt,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
theme-post-excerpt,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
theme-post-excerpt,_transform_skewX_effect_hover,{{WRAPPER}}:hover,--e-transform-skewX
theme-post-excerpt,_transform_skewY_effect,{{WRAPPER}},--e-transform-skewY
theme-post-excerpt,_transform_skewY_effect_hover,{{WRAPPER}}:hover,--e-transform-skewY
theme-post-excerpt,_transform_transition_hover,{{WRAPPER}},--e-transform-transition-duration
theme-post-excerpt,_transform_translateX_effect,{{WRAPPER}},--e-transform-translateX
theme-post-excerpt,_transform_translateX_effect_hover,{{WRAPPER}}:hover,--e-transform-translateX
theme-post-excerpt,_transform_translateY_effect,{{WRAPPER}},--e-transform-translateY
theme-post-excerpt,_transform_translateY_effect_hover,{{WRAPPER}}:hover,--e-transform-translateY
theme-post-excerpt,_z_index,{{WRAPPER}},z-index
theme-post-excerpt,align,{{WRAPPER}},text-align
theme-post-excerpt,link_color,{{WRAPPER}} a,color
theme-post-excerpt,link_hover_color,"{{WRAPPER}} a:hover, {{WRAPPER}} a:focus",color
theme-post-excerpt,link_hover_color_transition_duration,{{WRAPPER}} a,transition-duration
theme-post-excerpt,motion_fx_transform_origin_x,{{WRAPPER}},--e-transform-origin-x
theme-post-excerpt,motion_fx_transform_origin_y,{{WRAPPER}},--e-transform-origin-y
theme-post-excerpt,motion_fx_transform_x_anchor_point,{{WRAPPER}},--e-transform-origin-x
theme-post-excerpt,motion_fx_transform_y_anchor_point,{{WRAPPER}},--e-transform-origin-y
theme-post-excerpt,paragraph_spacing,{{WRAPPER}},margin-bottom
theme-post-excerpt,text_shadow_text_shadow,{{WRAPPER}},text-shadow
theme-post-excerpt,title_color,{{WRAPPER}},color
theme-post-excerpt,typography_font_family,{{WRAPPER}},font-family
theme-post-excerpt,typography_font_size,{{WRAPPER}},font-size
theme-post-excerpt,typography_font_style,{{WRAPPER}},font-style
theme-post-excerpt,typography_font_weight,{{WRAPPER}},font-weight
theme-post-excerpt,typography_letter_spacing,{{WRAPPER}},letter-spacing
theme-post-excerpt,typography_line_height,{{WRAPPER}},line-height
theme-post-excerpt,typography_text_decoration,{{WRAPPER}},text-decoration
theme-post-excerpt,typography_text_transform,{{WRAPPER}},text-transform
theme-post-excerpt,typography_word_spacing,{{WRAPPER}},word-spacing
theme-post-featured-image,_background_attachment,(desktop+){{WRAPPER}},background-attachment
theme-post-featured-image,_background_bg_width,{{WRAPPER}},background-size
theme-post-featured-image,_background_color,{{WRAPPER}},background-color
theme-post-featured-image,_background_gradient_angle,{{WRAPPER}},background-color background-image
theme-post-featured-image,_background_gradient_position,{{WRAPPER}},background-color background-image
theme-post-featured-image,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
theme-post-featured-image,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
theme-post-featured-image,_background_hover_color,{{WRAPPER}}:hover,background-color
theme-post-featured-image,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
theme-post-featured-image,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
theme-post-featured-image,_background_hover_image,{{WRAPPER}}:hover,background-image
