owner,control,selector_template,properties
woocommerce-menu-cart,view_cart_buttons_typography_font_style,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,font-style
woocommerce-menu-cart,view_cart_buttons_typography_font_weight,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,font-weight
woocommerce-menu-cart,view_cart_buttons_typography_letter_spacing,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,letter-spacing
woocommerce-menu-cart,view_cart_buttons_typography_line_height,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,line-height
woocommerce-menu-cart,view_cart_buttons_typography_text_decoration,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,text-decoration
woocommerce-menu-cart,view_cart_buttons_typography_text_transform,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,text-transform
woocommerce-menu-cart,view_cart_buttons_typography_word_spacing,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--view-cart,word-spacing
woocommerce-menu-cart,view_checkout_button_border_radius,{{WRAPPER}} .elementor-menu-cart__footer-buttons a.elementor-button--checkout,border-radius
woocommerce-menu-cart,view_checkout_button_box_shadow_box_shadow,{{WRAPPER}} .elementor-button--checkout,box-shadow
woocommerce-menu-cart,view_checkout_button_padding,{{WRAPPER}},--checkout-button-padding
woocommerce-my-account,_background_attachment,(desktop+){{WRAPPER}},background-attachment
woocommerce-my-account,_background_bg_width,{{WRAPPER}},background-size
woocommerce-my-account,_background_color,{{WRAPPER}},background-color
woocommerce-my-account,_background_gradient_angle,{{WRAPPER}},background-color background-image
woocommerce-my-account,_background_gradient_position,{{WRAPPER}},background-color background-image
woocommerce-my-account,_background_hover_attachment,(desktop+){{WRAPPER}}:hover,background-attachment
woocommerce-my-account,_background_hover_bg_width,{{WRAPPER}}:hover,background-size
woocommerce-my-account,_background_hover_color,{{WRAPPER}}:hover,background-color
woocommerce-my-account,_background_hover_gradient_angle,{{WRAPPER}}:hover,background-color background-image
woocommerce-my-account,_background_hover_gradient_position,{{WRAPPER}}:hover,background-color background-image
woocommerce-my-account,_background_hover_image,{{WRAPPER}}:hover,background-image
woocommerce-my-account,_background_hover_position,{{WRAPPER}}:hover,background-position
woocommerce-my-account,_background_hover_repeat,{{WRAPPER}}:hover,background-repeat
woocommerce-my-account,_background_hover_size,{{WRAPPER}}:hover,background-size
woocommerce-my-account,_background_hover_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
woocommerce-my-account,_background_hover_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
woocommerce-my-account,_background_hover_transition,{{WRAPPER}},transition
woocommerce-my-account,_background_hover_video_fallback,{{WRAPPER}}:hover,background background-size
woocommerce-my-account,_background_hover_xpos,{{WRAPPER}}:hover,background-position
woocommerce-my-account,_background_hover_ypos,{{WRAPPER}}:hover,background-position
woocommerce-my-account,_background_image,{{WRAPPER}},background-image
woocommerce-my-account,_background_position,{{WRAPPER}},background-position
woocommerce-my-account,_background_repeat,{{WRAPPER}},background-repeat
woocommerce-my-account,_background_size,{{WRAPPER}},background-size
woocommerce-my-account,_background_slideshow_background_position,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-position
woocommerce-my-account,_background_slideshow_background_size,{{WRAPPER}} .elementor-background-slideshow__slide__image,background-size
woocommerce-my-account,_background_video_fallback,{{WRAPPER}},background background-size
woocommerce-my-account,_background_xpos,{{WRAPPER}},background-position
woocommerce-my-account,_background_ypos,{{WRAPPER}},background-position
woocommerce-my-account,_border_border,{{WRAPPER}},border-style
woocommerce-my-account,_border_color,{{WRAPPER}},border-color
woocommerce-my-account,_border_hover_border,{{WRAPPER}}:hover,border-style
woocommerce-my-account,_border_hover_color,{{WRAPPER}}:hover,border-color
woocommerce-my-account,_border_hover_transition,{{WRAPPER}},transition
woocommerce-my-account,_border_hover_width,{{WRAPPER}}:hover,border-width
woocommerce-my-account,_border_radius,{{WRAPPER}},border-radius
woocommerce-my-account,_border_radius_hover,{{WRAPPER}}:hover,border-radius
woocommerce-my-account,_border_width,{{WRAPPER}},border-width
woocommerce-my-account,_box_shadow_box_shadow,{{WRAPPER}},box-shadow
woocommerce-my-account,_box_shadow_hover_box_shadow,{{WRAPPER}}:hover,box-shadow
woocommerce-my-account,_element_custom_width,{{WRAPPER}},--container-widget-width --container-widget-flex-grow width max-width
woocommerce-my-account,_element_vertical_align,{{WRAPPER}},align-self
woocommerce-my-account,_element_width,{{WRAPPER}},width max-width
woocommerce-my-account,_flex_align_self,{{WRAPPER}}.elementor-element,--align-self
woocommerce-my-account,_flex_grow,{{WRAPPER}}.elementor-element,--flex-grow
woocommerce-my-account,_flex_order,{{WRAPPER}}.elementor-element,--order
woocommerce-my-account,_flex_order_custom,{{WRAPPER}}.elementor-element,--order
woocommerce-my-account,_flex_shrink,{{WRAPPER}}.elementor-element,--flex-shrink
woocommerce-my-account,_grid_column,{{WRAPPER}},grid-column
woocommerce-my-account,_grid_column_custom,{{WRAPPER}},grid-column
woocommerce-my-account,_grid_row,{{WRAPPER}},grid-row
woocommerce-my-account,_grid_row_custom,{{WRAPPER}},grid-row
woocommerce-my-account,_margin,{{WRAPPER}},margin
woocommerce-my-account,_mask_image,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
woocommerce-my-account,_mask_position,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position
woocommerce-my-account,_mask_position_x,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-x
woocommerce-my-account,_mask_position_y,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-position-y
woocommerce-my-account,_mask_repeat,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-repeat
woocommerce-my-account,_mask_shape,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-image
woocommerce-my-account,_mask_size,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
woocommerce-my-account,_mask_size_scale,"{{WRAPPER}}:not( .elementor-widget-image ), {{WRAPPER}}.elementor-widget-image img",-webkit-mask-size
woocommerce-my-account,_offset_x,body.rtl {{WRAPPER}},right
woocommerce-my-account,_offset_x,body:not(.rtl) {{WRAPPER}},left
woocommerce-my-account,_offset_x_end,body.rtl {{WRAPPER}},left
woocommerce-my-account,_offset_x_end,body:not(.rtl) {{WRAPPER}},right
woocommerce-my-account,_offset_y,{{WRAPPER}},top
woocommerce-my-account,_offset_y_end,{{WRAPPER}},bottom
woocommerce-my-account,_padding,{{WRAPPER}},padding
woocommerce-my-account,_transform_flipX_effect,{{WRAPPER}},--e-transform-flipX
woocommerce-my-account,_transform_flipX_effect_hover,{{WRAPPER}}:hover,--e-transform-flipX
woocommerce-my-account,_transform_flipY_effect,{{WRAPPER}},--e-transform-flipY
woocommerce-my-account,_transform_flipY_effect_hover,{{WRAPPER}}:hover,--e-transform-flipY
woocommerce-my-account,_transform_perspective_effect,{{WRAPPER}},--e-transform-perspective
woocommerce-my-account,_transform_perspective_effect_hover,{{WRAPPER}}:hover,--e-transform-perspective
woocommerce-my-account,_transform_rotateX_effect,{{WRAPPER}},--e-transform-rotateX
woocommerce-my-account,_transform_rotateX_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateX
woocommerce-my-account,_transform_rotateY_effect,{{WRAPPER}},--e-transform-rotateY
woocommerce-my-account,_transform_rotateY_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateY
woocommerce-my-account,_transform_rotateZ_effect,{{WRAPPER}},--e-transform-rotateZ
woocommerce-my-account,_transform_rotateZ_effect_hover,{{WRAPPER}}:hover,--e-transform-rotateZ
woocommerce-my-account,_transform_rotate_3d,{{WRAPPER}},--e-transform-rotateX --e-transform-perspective
woocommerce-my-account,_transform_rotate_3d_hover,{{WRAPPER}}:hover,--e-transform-rotateX --e-transform-perspective
woocommerce-my-account,_transform_scaleX_effect,{{WRAPPER}},--e-transform-scaleX
woocommerce-my-account,_transform_scaleX_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleX
woocommerce-my-account,_transform_scaleY_effect,{{WRAPPER}},--e-transform-scaleY
woocommerce-my-account,_transform_scaleY_effect_hover,{{WRAPPER}}:hover,--e-transform-scaleY
woocommerce-my-account,_transform_scale_effect,{{WRAPPER}},--e-transform-scale
woocommerce-my-account,_transform_scale_effect_hover,{{WRAPPER}}:hover,--e-transform-scale
woocommerce-my-account,_transform_skewX_effect,{{WRAPPER}},--e-transform-skewX
