owner,control,device,type,css,expected,status,detail
wp-widget-fluentform_widget,_background_hover_transition,,slider,transition,555px,verified,
wp-widget-fluentform_widget,_background_hover_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_background_hover_xpos,,slider,background-position,976px,verified,
wp-widget-fluentform_widget,_background_hover_xpos_mobile,mobile,slider,background-position,463px,verified,
wp-widget-fluentform_widget,_background_hover_xpos_tablet,tablet,slider,background-position,76px,verified,
wp-widget-fluentform_widget,_background_hover_ypos,,slider,background-position,260px,verified,
wp-widget-fluentform_widget,_background_hover_ypos_mobile,mobile,slider,background-position,682px,verified,
wp-widget-fluentform_widget,_background_hover_ypos_tablet,tablet,slider,background-position,222px,verified,
wp-widget-fluentform_widget,_background_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_background_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_background_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_background_position,,select,background-position,center center,verified,
wp-widget-fluentform_widget,_background_position_mobile,mobile,select,background-position,center center,verified,
wp-widget-fluentform_widget,_background_position_tablet,tablet,select,background-position,center center,verified,
wp-widget-fluentform_widget,_background_repeat,,select,background-repeat,no-repeat,verified,
wp-widget-fluentform_widget,_background_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
wp-widget-fluentform_widget,_background_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
wp-widget-fluentform_widget,_background_size,,select,background-size,auto,verified,
wp-widget-fluentform_widget,_background_size_mobile,mobile,select,background-size,auto,verified,
wp-widget-fluentform_widget,_background_size_tablet,tablet,select,background-size,auto,verified,
wp-widget-fluentform_widget,_background_slideshow_background_position,,select,background-position,center center,verified,
wp-widget-fluentform_widget,_background_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
wp-widget-fluentform_widget,_background_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
wp-widget-fluentform_widget,_background_slideshow_background_size,,select,background-size,auto,verified,
wp-widget-fluentform_widget,_background_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
wp-widget-fluentform_widget,_background_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
wp-widget-fluentform_widget,_background_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_background_xpos,,slider,background-position,497px,verified,
wp-widget-fluentform_widget,_background_xpos_mobile,mobile,slider,background-position,236px,verified,
wp-widget-fluentform_widget,_background_xpos_tablet,tablet,slider,background-position,267px,verified,
wp-widget-fluentform_widget,_background_ypos,,slider,background-position,729px,verified,
wp-widget-fluentform_widget,_background_ypos_mobile,mobile,slider,background-position,13px,verified,
wp-widget-fluentform_widget,_background_ypos_tablet,tablet,slider,background-position,447px,verified,
wp-widget-fluentform_widget,_border_border,,select,border-style,none,verified,
wp-widget-fluentform_widget,_border_color,,color,border-color,#313BA1,verified,
wp-widget-fluentform_widget,_border_hover_border,,select,border-style,none,verified,
wp-widget-fluentform_widget,_border_hover_color,,color,border-color,#667B56,verified,
wp-widget-fluentform_widget,_border_hover_transition,,slider,transition,572px,verified,
wp-widget-fluentform_widget,_border_hover_width,,dimensions,border-width,43px,verified,
wp-widget-fluentform_widget,_border_hover_width_mobile,mobile,dimensions,border-width,64px,verified,
wp-widget-fluentform_widget,_border_hover_width_tablet,tablet,dimensions,border-width,39px,verified,
wp-widget-fluentform_widget,_border_radius,,dimensions,border-radius,53px,verified,
wp-widget-fluentform_widget,_border_radius_hover,,dimensions,border-radius,44px,verified,
wp-widget-fluentform_widget,_border_radius_hover_mobile,mobile,dimensions,border-radius,47px,verified,
wp-widget-fluentform_widget,_border_radius_hover_tablet,tablet,dimensions,border-radius,80px,verified,
wp-widget-fluentform_widget,_border_radius_mobile,mobile,dimensions,border-radius,79px,verified,
wp-widget-fluentform_widget,_border_radius_tablet,tablet,dimensions,border-radius,27px,verified,
wp-widget-fluentform_widget,_border_width,,dimensions,border-width,71px,verified,
wp-widget-fluentform_widget,_border_width_mobile,mobile,dimensions,border-width,78px,verified,
wp-widget-fluentform_widget,_border_width_tablet,tablet,dimensions,border-width,24px,verified,
wp-widget-fluentform_widget,_box_shadow_box_shadow,,box_shadow,box-shadow,#5F63BA,verified,
wp-widget-fluentform_widget,_box_shadow_hover_box_shadow,,box_shadow,box-shadow,#334F45,verified,
wp-widget-fluentform_widget,_element_custom_width,,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,412px,verified,
wp-widget-fluentform_widget,_element_custom_width_mobile,mobile,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,912px,verified,
wp-widget-fluentform_widget,_element_custom_width_tablet,tablet,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,734px,verified,
wp-widget-fluentform_widget,_element_vertical_align,,choose,align-self,flex-start,verified,
wp-widget-fluentform_widget,_element_vertical_align_mobile,mobile,choose,align-self,flex-start,verified,
wp-widget-fluentform_widget,_element_vertical_align_tablet,tablet,choose,align-self,flex-start,verified,
wp-widget-fluentform_widget,_flex_align_self,,choose,--align-self,flex-start,verified,
wp-widget-fluentform_widget,_flex_align_self_mobile,mobile,choose,--align-self,flex-start,verified,
wp-widget-fluentform_widget,_flex_align_self_tablet,tablet,choose,--align-self,flex-start,verified,
wp-widget-fluentform_widget,_flex_grow,,number,--flex-grow,9,verified,
wp-widget-fluentform_widget,_flex_grow_mobile,mobile,number,--flex-grow,3,verified,
wp-widget-fluentform_widget,_flex_grow_tablet,tablet,number,--flex-grow,6,verified,
wp-widget-fluentform_widget,_flex_order,,choose,--order,start,verified,
wp-widget-fluentform_widget,_flex_order_custom,,number,--order,7,verified,
wp-widget-fluentform_widget,_flex_order_custom_mobile,mobile,number,--order,5,verified,
wp-widget-fluentform_widget,_flex_order_custom_tablet,tablet,number,--order,5,verified,
wp-widget-fluentform_widget,_flex_order_mobile,mobile,choose,--order,start,verified,
wp-widget-fluentform_widget,_flex_order_tablet,tablet,choose,--order,start,verified,
wp-widget-fluentform_widget,_flex_shrink,,number,--flex-shrink,6,verified,
wp-widget-fluentform_widget,_flex_shrink_mobile,mobile,number,--flex-shrink,6,verified,
wp-widget-fluentform_widget,_flex_shrink_tablet,tablet,number,--flex-shrink,4,verified,
wp-widget-fluentform_widget,_grid_column,,select,grid-column,1,verified,
wp-widget-fluentform_widget,_grid_column_mobile,mobile,select,grid-column,1,verified,
wp-widget-fluentform_widget,_grid_column_tablet,tablet,select,grid-column,1,verified,
wp-widget-fluentform_widget,_grid_row,,select,grid-row,1,verified,
wp-widget-fluentform_widget,_grid_row_mobile,mobile,select,grid-row,1,verified,
wp-widget-fluentform_widget,_grid_row_tablet,tablet,select,grid-row,1,verified,
wp-widget-fluentform_widget,_margin,,dimensions,margin,17px,verified,
wp-widget-fluentform_widget,_margin_mobile,mobile,dimensions,margin,68px,verified,
wp-widget-fluentform_widget,_margin_tablet,tablet,dimensions,margin,53px,verified,
wp-widget-fluentform_widget,_mask_image,,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_mask_image_mobile,mobile,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_mask_image_tablet,tablet,media,-webkit-mask-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-fluentform_widget,_mask_position,,select,-webkit-mask-position,center center,verified,
wp-widget-fluentform_widget,_mask_position_mobile,mobile,select,-webkit-mask-position,center center,verified,
wp-widget-fluentform_widget,_mask_position_tablet,tablet,select,-webkit-mask-position,center center,verified,
wp-widget-fluentform_widget,_mask_position_x,,slider,-webkit-mask-position-x,151px,verified,
wp-widget-fluentform_widget,_mask_position_x_mobile,mobile,slider,-webkit-mask-position-x,296px,verified,
wp-widget-fluentform_widget,_mask_position_x_tablet,tablet,slider,-webkit-mask-position-x,691px,verified,
wp-widget-fluentform_widget,_mask_position_y,,slider,-webkit-mask-position-y,609px,verified,
wp-widget-fluentform_widget,_mask_position_y_mobile,mobile,slider,-webkit-mask-position-y,71px,verified,
wp-widget-fluentform_widget,_mask_position_y_tablet,tablet,slider,-webkit-mask-position-y,749px,verified,
wp-widget-fluentform_widget,_mask_repeat,,select,-webkit-mask-repeat,no-repeat,verified,
wp-widget-fluentform_widget,_mask_repeat_mobile,mobile,select,-webkit-mask-repeat,no-repeat,verified,
wp-widget-fluentform_widget,_mask_repeat_tablet,tablet,select,-webkit-mask-repeat,no-repeat,verified,
wp-widget-fluentform_widget,_mask_shape,,visual_choice,-webkit-mask-image,circle,verified,
wp-widget-fluentform_widget,_mask_size,,select,-webkit-mask-size,contain,verified,
wp-widget-fluentform_widget,_mask_size_mobile,mobile,select,-webkit-mask-size,contain,verified,
wp-widget-fluentform_widget,_mask_size_scale,,slider,-webkit-mask-size,466px,verified,
wp-widget-fluentform_widget,_mask_size_scale_mobile,mobile,slider,-webkit-mask-size,112px,verified,
wp-widget-fluentform_widget,_mask_size_scale_tablet,tablet,slider,-webkit-mask-size,622px,verified,
wp-widget-fluentform_widget,_mask_size_tablet,tablet,select,-webkit-mask-size,contain,verified,
wp-widget-fluentform_widget,_offset_x,,slider,left|right,477px,verified,
wp-widget-fluentform_widget,_offset_x_end,,slider,right|left,280px,verified,
wp-widget-fluentform_widget,_offset_x_end_mobile,mobile,slider,right|left,165px,verified,
wp-widget-fluentform_widget,_offset_x_end_tablet,tablet,slider,right|left,746px,verified,
wp-widget-fluentform_widget,_offset_x_mobile,mobile,slider,left|right,566px,verified,
wp-widget-fluentform_widget,_offset_x_tablet,tablet,slider,left|right,256px,verified,
wp-widget-fluentform_widget,_offset_y,,slider,top,927px,verified,
wp-widget-fluentform_widget,_offset_y_end,,slider,bottom,904px,verified,
wp-widget-fluentform_widget,_offset_y_end_mobile,mobile,slider,bottom,370px,verified,
wp-widget-fluentform_widget,_offset_y_end_tablet,tablet,slider,bottom,206px,verified,
wp-widget-fluentform_widget,_offset_y_mobile,mobile,slider,top,686px,verified,
wp-widget-fluentform_widget,_offset_y_tablet,tablet,slider,top,100px,verified,
wp-widget-fluentform_widget,_padding,,dimensions,padding,82px,verified,
wp-widget-fluentform_widget,_padding_mobile,mobile,dimensions,padding,84px,verified,
wp-widget-fluentform_widget,_padding_tablet,tablet,dimensions,padding,45px,verified,
wp-widget-fluentform_widget,_transform_perspective_effect,,slider,--e-transform-perspective,453px,verified,
wp-widget-fluentform_widget,_transform_perspective_effect_hover,,slider,--e-transform-perspective,516px,verified,
wp-widget-fluentform_widget,_transform_perspective_effect_hover_mobile,mobile,slider,--e-transform-perspective,506px,verified,
wp-widget-fluentform_widget,_transform_perspective_effect_hover_tablet,tablet,slider,--e-transform-perspective,292px,verified,
wp-widget-fluentform_widget,_transform_perspective_effect_mobile,mobile,slider,--e-transform-perspective,823px,verified,
wp-widget-fluentform_widget,_transform_perspective_effect_tablet,tablet,slider,--e-transform-perspective,130px,verified,
wp-widget-fluentform_widget,_transform_rotateX_effect,,slider,--e-transform-rotateX,216px,verified,
wp-widget-fluentform_widget,_transform_rotateX_effect_hover,,slider,--e-transform-rotateX,945px,verified,
wp-widget-fluentform_widget,_transform_rotateX_effect_hover_mobile,mobile,slider,--e-transform-rotateX,855px,verified,
wp-widget-fluentform_widget,_transform_rotateX_effect_hover_tablet,tablet,slider,--e-transform-rotateX,395px,verified,
wp-widget-fluentform_widget,_transform_rotateX_effect_mobile,mobile,slider,--e-transform-rotateX,626px,verified,
wp-widget-fluentform_widget,_transform_rotateX_effect_tablet,tablet,slider,--e-transform-rotateX,588px,verified,
wp-widget-fluentform_widget,_transform_rotateY_effect,,slider,--e-transform-rotateY,461px,verified,
wp-widget-fluentform_widget,_transform_rotateY_effect_hover,,slider,--e-transform-rotateY,235px,verified,
wp-widget-fluentform_widget,_transform_rotateY_effect_hover_mobile,mobile,slider,--e-transform-rotateY,726px,verified,
wp-widget-fluentform_widget,_transform_rotateY_effect_hover_tablet,tablet,slider,--e-transform-rotateY,272px,verified,
wp-widget-fluentform_widget,_transform_rotateY_effect_mobile,mobile,slider,--e-transform-rotateY,325px,verified,
wp-widget-fluentform_widget,_transform_rotateY_effect_tablet,tablet,slider,--e-transform-rotateY,219px,verified,
wp-widget-fluentform_widget,_transform_rotateZ_effect,,slider,--e-transform-rotateZ,651px,verified,
wp-widget-fluentform_widget,_transform_rotateZ_effect_hover,,slider,--e-transform-rotateZ,652px,verified,
wp-widget-fluentform_widget,_transform_rotateZ_effect_hover_mobile,mobile,slider,--e-transform-rotateZ,150px,verified,
wp-widget-fluentform_widget,_transform_rotateZ_effect_hover_tablet,tablet,slider,--e-transform-rotateZ,437px,verified,
wp-widget-fluentform_widget,_transform_rotateZ_effect_mobile,mobile,slider,--e-transform-rotateZ,868px,verified,
wp-widget-fluentform_widget,_transform_rotateZ_effect_tablet,tablet,slider,--e-transform-rotateZ,553px,verified,
wp-widget-fluentform_widget,_transform_scaleX_effect,,slider,--e-transform-scaleX,511px,verified,
wp-widget-fluentform_widget,_transform_scaleX_effect_hover,,slider,--e-transform-scaleX,445px,verified,
wp-widget-fluentform_widget,_transform_scaleX_effect_hover_mobile,mobile,slider,--e-transform-scaleX,719px,verified,
wp-widget-fluentform_widget,_transform_scaleX_effect_hover_tablet,tablet,slider,--e-transform-scaleX,379px,verified,
wp-widget-fluentform_widget,_transform_scaleX_effect_mobile,mobile,slider,--e-transform-scaleX,706px,verified,
wp-widget-fluentform_widget,_transform_scaleX_effect_tablet,tablet,slider,--e-transform-scaleX,769px,verified,
wp-widget-fluentform_widget,_transform_scaleY_effect,,slider,--e-transform-scaleY,942px,verified,
wp-widget-fluentform_widget,_transform_scaleY_effect_hover,,slider,--e-transform-scaleY,735px,verified,
wp-widget-fluentform_widget,_transform_scaleY_effect_hover_mobile,mobile,slider,--e-transform-scaleY,190px,verified,
wp-widget-fluentform_widget,_transform_scaleY_effect_hover_tablet,tablet,slider,--e-transform-scaleY,645px,verified,
wp-widget-fluentform_widget,_transform_scaleY_effect_mobile,mobile,slider,--e-transform-scaleY,493px,verified,
wp-widget-fluentform_widget,_transform_scaleY_effect_tablet,tablet,slider,--e-transform-scaleY,46px,verified,
wp-widget-fluentform_widget,_transform_scale_effect,,slider,--e-transform-scale,53px,verified,
wp-widget-fluentform_widget,_transform_scale_effect_hover,,slider,--e-transform-scale,264px,verified,
wp-widget-fluentform_widget,_transform_scale_effect_hover_mobile,mobile,slider,--e-transform-scale,879px,verified,
wp-widget-fluentform_widget,_transform_scale_effect_hover_tablet,tablet,slider,--e-transform-scale,306px,verified,
wp-widget-fluentform_widget,_transform_scale_effect_mobile,mobile,slider,--e-transform-scale,521px,verified,
wp-widget-fluentform_widget,_transform_scale_effect_tablet,tablet,slider,--e-transform-scale,846px,verified,
wp-widget-fluentform_widget,_transform_skewX_effect,,slider,--e-transform-skewX,451px,verified,
wp-widget-fluentform_widget,_transform_skewX_effect_hover,,slider,--e-transform-skewX,749px,verified,
wp-widget-fluentform_widget,_transform_skewX_effect_hover_mobile,mobile,slider,--e-transform-skewX,451px,verified,
wp-widget-fluentform_widget,_transform_skewX_effect_hover_tablet,tablet,slider,--e-transform-skewX,356px,verified,
wp-widget-fluentform_widget,_transform_skewX_effect_mobile,mobile,slider,--e-transform-skewX,617px,verified,
wp-widget-fluentform_widget,_transform_skewX_effect_tablet,tablet,slider,--e-transform-skewX,853px,verified,
wp-widget-fluentform_widget,_transform_skewY_effect,,slider,--e-transform-skewY,403px,verified,
wp-widget-fluentform_widget,_transform_skewY_effect_hover,,slider,--e-transform-skewY,873px,verified,
wp-widget-fluentform_widget,_transform_skewY_effect_hover_mobile,mobile,slider,--e-transform-skewY,688px,verified,
wp-widget-fluentform_widget,_transform_skewY_effect_hover_tablet,tablet,slider,--e-transform-skewY,476px,verified,
wp-widget-fluentform_widget,_transform_skewY_effect_mobile,mobile,slider,--e-transform-skewY,648px,verified,
wp-widget-fluentform_widget,_transform_skewY_effect_tablet,tablet,slider,--e-transform-skewY,258px,verified,
wp-widget-fluentform_widget,_transform_transition_hover,,slider,--e-transform-transition-duration,404px,verified,
wp-widget-fluentform_widget,_transform_translateX_effect,,slider,--e-transform-translateX,335px,verified,
wp-widget-fluentform_widget,_transform_translateX_effect_hover,,slider,--e-transform-translateX,836px,verified,
wp-widget-fluentform_widget,_transform_translateX_effect_hover_mobile,mobile,slider,--e-transform-translateX,442px,verified,
wp-widget-fluentform_widget,_transform_translateX_effect_hover_tablet,tablet,slider,--e-transform-translateX,916px,verified,
wp-widget-fluentform_widget,_transform_translateX_effect_mobile,mobile,slider,--e-transform-translateX,107px,verified,
wp-widget-fluentform_widget,_transform_translateX_effect_tablet,tablet,slider,--e-transform-translateX,523px,verified,
wp-widget-fluentform_widget,_transform_translateY_effect,,slider,--e-transform-translateY,155px,verified,
wp-widget-fluentform_widget,_transform_translateY_effect_hover,,slider,--e-transform-translateY,519px,verified,
wp-widget-fluentform_widget,_transform_translateY_effect_hover_mobile,mobile,slider,--e-transform-translateY,464px,verified,
wp-widget-fluentform_widget,_transform_translateY_effect_hover_tablet,tablet,slider,--e-transform-translateY,672px,verified,
wp-widget-fluentform_widget,_transform_translateY_effect_mobile,mobile,slider,--e-transform-translateY,76px,verified,
wp-widget-fluentform_widget,_transform_translateY_effect_tablet,tablet,slider,--e-transform-translateY,47px,verified,
wp-widget-fluentform_widget,_z_index,,number,z-index,9,verified,
wp-widget-fluentform_widget,_z_index_mobile,mobile,number,z-index,7,verified,
wp-widget-fluentform_widget,_z_index_tablet,tablet,number,z-index,7,verified,
wp-widget-fluentform_widget,motion_fx_transform_origin_x,,choose,--e-transform-origin-x,left,verified,
wp-widget-fluentform_widget,motion_fx_transform_origin_y,,choose,--e-transform-origin-y,top,verified,
wp-widget-fluentform_widget,motion_fx_transform_x_anchor_point,,choose,--e-transform-origin-x,left,verified,
wp-widget-fluentform_widget,motion_fx_transform_x_anchor_point_mobile,mobile,choose,--e-transform-origin-x,left,verified,
wp-widget-fluentform_widget,motion_fx_transform_x_anchor_point_tablet,tablet,choose,--e-transform-origin-x,left,verified,
wp-widget-fluentform_widget,motion_fx_transform_y_anchor_point,,choose,--e-transform-origin-y,top,verified,
wp-widget-fluentform_widget,motion_fx_transform_y_anchor_point_mobile,mobile,choose,--e-transform-origin-y,top,verified,
wp-widget-fluentform_widget,motion_fx_transform_y_anchor_point_tablet,tablet,choose,--e-transform-origin-y,top,verified,
wp-widget-media_audio,_background_attachment,,select,background-attachment,scroll,verified,
wp-widget-media_audio,_background_bg_width,,slider,background-size,530px,verified,
wp-widget-media_audio,_background_bg_width_mobile,mobile,slider,background-size,903px,verified,
wp-widget-media_audio,_background_bg_width_tablet,tablet,slider,background-size,81px,verified,
wp-widget-media_audio,_background_color,,color,background-color,#595B72,verified,
wp-widget-media_audio,_background_gradient_angle,,slider,background-color|background-image,180deg,verified,
wp-widget-media_audio,_background_gradient_angle_mobile,mobile,slider,background-color|background-image,796deg,verified,
wp-widget-media_audio,_background_gradient_angle_tablet,tablet,slider,background-color|background-image,78deg,verified,
wp-widget-media_audio,_background_gradient_position,,select,background-color|background-image,center center,verified,
wp-widget-media_audio,_background_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
wp-widget-media_audio,_background_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
wp-widget-media_audio,_background_hover_attachment,,select,background-attachment,scroll,verified,
wp-widget-media_audio,_background_hover_bg_width,,slider,background-size,472px,verified,
wp-widget-media_audio,_background_hover_bg_width_mobile,mobile,slider,background-size,764px,verified,
wp-widget-media_audio,_background_hover_bg_width_tablet,tablet,slider,background-size,230px,verified,
wp-widget-media_audio,_background_hover_color,,color,background-color,#A69A4C,verified,
wp-widget-media_audio,_background_hover_gradient_angle,,slider,background-color|background-image,522deg,verified,
wp-widget-media_audio,_background_hover_gradient_angle_mobile,mobile,slider,background-color|background-image,569deg,verified,
wp-widget-media_audio,_background_hover_gradient_angle_tablet,tablet,slider,background-color|background-image,304deg,verified,
wp-widget-media_audio,_background_hover_gradient_position,,select,background-color|background-image,center center,verified,
wp-widget-media_audio,_background_hover_gradient_position_mobile,mobile,select,background-color|background-image,center center,verified,
wp-widget-media_audio,_background_hover_gradient_position_tablet,tablet,select,background-color|background-image,center center,verified,
wp-widget-media_audio,_background_hover_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_hover_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_hover_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_hover_position,,select,background-position,center center,verified,
wp-widget-media_audio,_background_hover_position_mobile,mobile,select,background-position,center center,verified,
wp-widget-media_audio,_background_hover_position_tablet,tablet,select,background-position,center center,verified,
wp-widget-media_audio,_background_hover_repeat,,select,background-repeat,no-repeat,verified,
wp-widget-media_audio,_background_hover_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
wp-widget-media_audio,_background_hover_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
wp-widget-media_audio,_background_hover_size,,select,background-size,auto,verified,
wp-widget-media_audio,_background_hover_size_mobile,mobile,select,background-size,auto,verified,
wp-widget-media_audio,_background_hover_size_tablet,tablet,select,background-size,auto,verified,
wp-widget-media_audio,_background_hover_slideshow_background_position,,select,background-position,center center,verified,
wp-widget-media_audio,_background_hover_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
wp-widget-media_audio,_background_hover_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
wp-widget-media_audio,_background_hover_slideshow_background_size,,select,background-size,auto,verified,
wp-widget-media_audio,_background_hover_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
wp-widget-media_audio,_background_hover_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
wp-widget-media_audio,_background_hover_transition,,slider,transition,547px,verified,
wp-widget-media_audio,_background_hover_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_hover_xpos,,slider,background-position,520px,verified,
wp-widget-media_audio,_background_hover_xpos_mobile,mobile,slider,background-position,281px,verified,
wp-widget-media_audio,_background_hover_xpos_tablet,tablet,slider,background-position,260px,verified,
wp-widget-media_audio,_background_hover_ypos,,slider,background-position,585px,verified,
wp-widget-media_audio,_background_hover_ypos_mobile,mobile,slider,background-position,825px,verified,
wp-widget-media_audio,_background_hover_ypos_tablet,tablet,slider,background-position,810px,verified,
wp-widget-media_audio,_background_image,,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_image_mobile,mobile,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_image_tablet,tablet,media,background-image,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_position,,select,background-position,center center,verified,
wp-widget-media_audio,_background_position_mobile,mobile,select,background-position,center center,verified,
wp-widget-media_audio,_background_position_tablet,tablet,select,background-position,center center,verified,
wp-widget-media_audio,_background_repeat,,select,background-repeat,no-repeat,verified,
wp-widget-media_audio,_background_repeat_mobile,mobile,select,background-repeat,no-repeat,verified,
wp-widget-media_audio,_background_repeat_tablet,tablet,select,background-repeat,no-repeat,verified,
wp-widget-media_audio,_background_size,,select,background-size,auto,verified,
wp-widget-media_audio,_background_size_mobile,mobile,select,background-size,auto,verified,
wp-widget-media_audio,_background_size_tablet,tablet,select,background-size,auto,verified,
wp-widget-media_audio,_background_slideshow_background_position,,select,background-position,center center,verified,
wp-widget-media_audio,_background_slideshow_background_position_mobile,mobile,select,background-position,center center,verified,
wp-widget-media_audio,_background_slideshow_background_position_tablet,tablet,select,background-position,center center,verified,
wp-widget-media_audio,_background_slideshow_background_size,,select,background-size,auto,verified,
wp-widget-media_audio,_background_slideshow_background_size_mobile,mobile,select,background-size,auto,verified,
wp-widget-media_audio,_background_slideshow_background_size_tablet,tablet,select,background-size,auto,verified,
wp-widget-media_audio,_background_video_fallback,,media,background|background-size,https://example.com/eh-sweep-probe.png,verified,
wp-widget-media_audio,_background_xpos,,slider,background-position,988px,verified,
wp-widget-media_audio,_background_xpos_mobile,mobile,slider,background-position,690px,verified,
wp-widget-media_audio,_background_xpos_tablet,tablet,slider,background-position,780px,verified,
wp-widget-media_audio,_background_ypos,,slider,background-position,547px,verified,
wp-widget-media_audio,_background_ypos_mobile,mobile,slider,background-position,281px,verified,
wp-widget-media_audio,_background_ypos_tablet,tablet,slider,background-position,754px,verified,
wp-widget-media_audio,_border_border,,select,border-style,none,verified,
wp-widget-media_audio,_border_color,,color,border-color,#389F61,verified,
wp-widget-media_audio,_border_hover_border,,select,border-style,none,verified,
wp-widget-media_audio,_border_hover_color,,color,border-color,#61DF6A,verified,
wp-widget-media_audio,_border_hover_transition,,slider,transition,161px,verified,
wp-widget-media_audio,_border_hover_width,,dimensions,border-width,61px,verified,
wp-widget-media_audio,_border_hover_width_mobile,mobile,dimensions,border-width,13px,verified,
wp-widget-media_audio,_border_hover_width_tablet,tablet,dimensions,border-width,86px,verified,
wp-widget-media_audio,_border_radius,,dimensions,border-radius,75px,verified,
wp-widget-media_audio,_border_radius_hover,,dimensions,border-radius,73px,verified,
wp-widget-media_audio,_border_radius_hover_mobile,mobile,dimensions,border-radius,16px,verified,
wp-widget-media_audio,_border_radius_hover_tablet,tablet,dimensions,border-radius,68px,verified,
wp-widget-media_audio,_border_radius_mobile,mobile,dimensions,border-radius,51px,verified,
wp-widget-media_audio,_border_radius_tablet,tablet,dimensions,border-radius,67px,verified,
wp-widget-media_audio,_border_width,,dimensions,border-width,27px,verified,
wp-widget-media_audio,_border_width_mobile,mobile,dimensions,border-width,31px,verified,
wp-widget-media_audio,_border_width_tablet,tablet,dimensions,border-width,17px,verified,
wp-widget-media_audio,_box_shadow_box_shadow,,box_shadow,box-shadow,#806EBC,verified,
wp-widget-media_audio,_box_shadow_hover_box_shadow,,box_shadow,box-shadow,#A09E31,verified,
wp-widget-media_audio,_element_custom_width,,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,113px,verified,
wp-widget-media_audio,_element_custom_width_mobile,mobile,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,402px,verified,
wp-widget-media_audio,_element_custom_width_tablet,tablet,slider,--container-widget-width|--container-widget-flex-grow|width|max-width,373px,verified,
wp-widget-media_audio,_element_vertical_align,,choose,align-self,flex-start,verified,
wp-widget-media_audio,_element_vertical_align_mobile,mobile,choose,align-self,flex-start,verified,
wp-widget-media_audio,_element_vertical_align_tablet,tablet,choose,align-self,flex-start,verified,
wp-widget-media_audio,_flex_align_self,,choose,--align-self,flex-start,verified,
wp-widget-media_audio,_flex_align_self_mobile,mobile,choose,--align-self,flex-start,verified,
wp-widget-media_audio,_flex_align_self_tablet,tablet,choose,--align-self,flex-start,verified,
wp-widget-media_audio,_flex_grow,,number,--flex-grow,6,verified,
wp-widget-media_audio,_flex_grow_mobile,mobile,number,--flex-grow,3,verified,
wp-widget-media_audio,_flex_grow_tablet,tablet,number,--flex-grow,8,verified,
wp-widget-media_audio,_flex_order,,choose,--order,start,verified,
wp-widget-media_audio,_flex_order_custom,,number,--order,9,verified,
wp-widget-media_audio,_flex_order_custom_mobile,mobile,number,--order,5,verified,
wp-widget-media_audio,_flex_order_custom_tablet,tablet,number,--order,7,verified,
wp-widget-media_audio,_flex_order_mobile,mobile,choose,--order,start,verified,
wp-widget-media_audio,_flex_order_tablet,tablet,choose,--order,start,verified,
wp-widget-media_audio,_flex_shrink,,number,--flex-shrink,4,verified,
wp-widget-media_audio,_flex_shrink_mobile,mobile,number,--flex-shrink,6,verified,
