owner,control,type,tab,section,responsive,control_tier,owner_tier,default,options,condition,css,label
section,background_overlay_hover_position,select,style,section_background_overlay,mobile|tablet,free,free,,"["""",""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right"",""initial""]","{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_image[url]!"":""""}",background-position,Position
section,background_overlay_hover_xpos,slider,style,section_background_overlay,mobile|tablet,free,free,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_position"":[""initial""],""background_overlay_hover_image[url]!"":""""}",background-position,X Position
section,background_overlay_hover_ypos,slider,style,section_background_overlay,mobile|tablet,free,free,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_position"":[""initial""],""background_overlay_hover_image[url]!"":""""}",background-position,Y Position
section,background_overlay_hover_attachment,select,style,section_background_overlay,,free,free,,"["""",""scroll"",""fixed""]","{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_image[url]!"":""""}",background-attachment,Attachment
section,background_overlay_hover_repeat,select,style,section_background_overlay,mobile|tablet,free,free,,"["""",""no-repeat"",""repeat"",""repeat-x"",""repeat-y""]","{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_image[url]!"":""""}",background-repeat,Repeat
section,background_overlay_hover_size,select,style,section_background_overlay,mobile|tablet,free,free,,"["""",""auto"",""cover"",""contain"",""initial""]","{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_image[url]!"":""""}",background-size,Display Size
section,background_overlay_hover_bg_width,slider,style,section_background_overlay,mobile|tablet,free,free,"{""unit"":""%"",""size"":100,""sizes"":[]}",,"{""background_overlay_hover_background"":[""classic""],""background_overlay_hover_size"":[""initial""],""background_overlay_hover_image[url]!"":""""}",background-size,Width
section,background_overlay_hover_video_link,text,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""video""]}",,Video Link
section,background_overlay_hover_video_start,number,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""video""]}",,Start Time
section,background_overlay_hover_video_end,number,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""video""]}",,End Time
section,background_overlay_hover_play_once,switcher,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""video""]}",,Play Once
section,background_overlay_hover_play_on_mobile,switcher,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""video""]}",,Play On Mobile
section,background_overlay_hover_privacy_mode,switcher,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""video""]}",,Privacy Mode
section,background_overlay_hover_video_fallback,media,style,section_background_overlay,,free,free,"{""url"":"""",""id"":"""",""size"":""""}",,"{""background_overlay_hover_background"":[""video""]}",background|background-size,Background Fallback
section,background_overlay_hover_slideshow_gallery,gallery,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""slideshow""]}",,Images
section,background_overlay_hover_slideshow_loop,switcher,style,section_background_overlay,,free,free,yes,,"{""background_overlay_hover_background"":[""slideshow""]}",,Infinite Loop
section,background_overlay_hover_slideshow_slide_duration,number,style,section_background_overlay,,free,free,5000,,"{""background_overlay_hover_background"":[""slideshow""]}",,Duration (ms)
section,background_overlay_hover_slideshow_slide_transition,select,style,section_background_overlay,,free,free,fade,"[""fade"",""slide_right"",""slide_left"",""slide_up"",""slide_down""]","{""background_overlay_hover_background"":[""slideshow""]}",,Transition
section,background_overlay_hover_slideshow_transition_duration,number,style,section_background_overlay,,free,free,500,,"{""background_overlay_hover_background"":[""slideshow""]}",,Transition Duration (ms)
section,background_overlay_hover_slideshow_background_size,select,style,section_background_overlay,mobile|tablet,free,free,,"["""",""auto"",""cover"",""contain""]","{""background_overlay_hover_background"":[""slideshow""]}",background-size,Background Size
section,background_overlay_hover_slideshow_background_position,select,style,section_background_overlay,mobile|tablet,free,free,,"["""",""center center"",""center left"",""center right"",""top center"",""top left"",""top right"",""bottom center"",""bottom left"",""bottom right""]","{""background_overlay_hover_background"":[""slideshow""]}",background-position,Background Position
section,background_overlay_hover_slideshow_lazyload,switcher,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""slideshow""]}",,Lazyload
section,background_overlay_hover_slideshow_ken_burns,switcher,style,section_background_overlay,,free,free,,,"{""background_overlay_hover_background"":[""slideshow""]}",,Ken Burns Effect
section,background_overlay_hover_slideshow_ken_burns_zoom_direction,select,style,section_background_overlay,,free,free,in,"[""in"",""out""]","{""background_overlay_hover_background"":[""slideshow""],""background_overlay_hover_slideshow_ken_burns!"":""""}",,Direction
section,background_overlay_hover_opacity,slider,style,section_background_overlay,mobile|tablet,free,free,"{""unit"":""px"",""size"":0.5,""sizes"":[]}",,"{""background_overlay_hover_background"":[""classic"",""gradient""]}",opacity,Opacity
section,css_filters_hover_css_filter,popover_toggle,style,section_background_overlay,,free,free,,,,,CSS Filters
section,css_filters_hover_blur,slider,style,section_background_overlay,,free,free,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""css_filters_hover_css_filter!"":""""}",filter,Blur
section,css_filters_hover_brightness,slider,style,section_background_overlay,,free,free,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""css_filters_hover_css_filter!"":""""}",,Brightness
section,css_filters_hover_contrast,slider,style,section_background_overlay,,free,free,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""css_filters_hover_css_filter!"":""""}",,Contrast
section,css_filters_hover_saturate,slider,style,section_background_overlay,,free,free,"{""unit"":""px"",""size"":100,""sizes"":[]}",,"{""css_filters_hover_css_filter!"":""""}",,Saturation
section,css_filters_hover_hue,slider,style,section_background_overlay,,free,free,"{""unit"":""px"",""size"":0,""sizes"":[]}",,"{""css_filters_hover_css_filter!"":""""}",,Hue
section,background_overlay_hover_transition,slider,style,section_background_overlay,,free,free,"{""unit"":""px"",""size"":0.3,""sizes"":[]}",,,,Transition Duration (s)
section,border_border,select,style,section_border,,free,free,,"["""",""none"",""solid"",""double"",""dotted"",""dashed"",""groove""]",,border-style,Border Type
section,border_width,dimensions,style,section_border,mobile|tablet,free,free,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""border_border!"":["""",""none""]}",border-width,Border Width
section,border_color,color,style,section_border,,free,free,,,"{""border_border!"":["""",""none""]}",border-color,Border Color
section,border_radius,dimensions,style,section_border,mobile|tablet,free,free,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,,border-radius,Border Radius
section,box_shadow_box_shadow_type,popover_toggle,style,section_border,,free,free,,,,,Box Shadow
section,box_shadow_box_shadow,box_shadow,style,section_border,,free,free,"{""horizontal"":0,""vertical"":0,""blur"":10,""spread"":0,""color"":""rgba(0,0,0,0.5)""}",,"{""box_shadow_box_shadow_type!"":""""}",box-shadow,Box Shadow
section,box_shadow_box_shadow_position,select,style,section_border,,free,free, ,"["" "",""inset""]","{""box_shadow_box_shadow_type!"":""""}",,Position
section,border_hover_border,select,style,section_border,,free,free,,"["""",""none"",""solid"",""double"",""dotted"",""dashed"",""groove""]",,border-style,Border Type
section,border_hover_width,dimensions,style,section_border,mobile|tablet,free,free,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,"{""border_hover_border!"":["""",""none""]}",border-width,Border Width
section,border_hover_color,color,style,section_border,,free,free,,,"{""border_hover_border!"":["""",""none""]}",border-color,Border Color
section,border_radius_hover,dimensions,style,section_border,mobile|tablet,free,free,"{""unit"":""px"",""top"":"""",""right"":"""",""bottom"":"""",""left"":"""",""isLinked"":true}",,,border-radius,Border Radius
section,box_shadow_hover_box_shadow_type,popover_toggle,style,section_border,,free,free,,,,,Box Shadow
section,box_shadow_hover_box_shadow,box_shadow,style,section_border,,free,free,"{""horizontal"":0,""vertical"":0,""blur"":10,""spread"":0,""color"":""rgba(0,0,0,0.5)""}",,"{""box_shadow_hover_box_shadow_type!"":""""}",box-shadow,Box Shadow
section,box_shadow_hover_box_shadow_position,select,style,section_border,,free,free, ,"["" "",""inset""]","{""box_shadow_hover_box_shadow_type!"":""""}",,Position
section,border_hover_transition,slider,style,section_border,,free,free,"{""unit"":""px"",""size"":0.3,""sizes"":[]}",,,transition,Transition Duration (s)
section,shape_divider_top,visual_choice,style,section_shape_divider,,free,free,,"[""mountains"",""drops"",""clouds"",""zigzag"",""pyramids"",""triangle"",""triangle-asymmetrical"",""tilt"",""opacity-tilt"",""opacity-fan"",""curve"",""curve-asymmetrical"",""waves"",""wave-brush"",""waves-pattern"",""book"",""split"",""arrow""]",,,Type
section,shape_divider_top_color,color,style,section_shape_divider,,free,free,,,"{""shape_divider_top!"":""""}",fill,Color
section,shape_divider_top_width,slider,style,section_shape_divider,mobile|tablet,free,free,"{""unit"":""%"",""size"":"""",""sizes"":[]}",,"{""shape_divider_top"":[""mountains"",""zigzag"",""pyramids"",""triangle"",""triangle-asymmetrical"",""opacity-tilt"",""opacity-fan"",""curve"",""curve-asymmetrical"",""waves"",""wave-brush"",""waves-pattern"",""book"",""split"",""arrow""]}",width,Width
section,shape_divider_top_height,slider,style,section_shape_divider,mobile|tablet,free,free,"{""unit"":""px"",""size"":"""",""sizes"":[]}",,"{""shape_divider_top!"":""""}",height,Height
