batch,element,control,property,declared,computed,selector,status
batch-014.json,3ee2c40,title_stroke_text_stroke,-webkit-text-stroke-width,,32px,.elementor-element-3ee2c40 .elementor-counter-title,not-declared
batch-014.json,3ee2c40,title_stroke_text_stroke,stroke-width,32px,32px,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_number_font_family,font-family,"Roboto, sans-serif","Roboto, sans-serif",.elementor-element-3ee2c40 .elementor-counter-number-wrapper,not-comparable
batch-014.json,3ee2c40,typography_number_font_size,font-size,272px,272px,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_font_style,font-style,normal,normal,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_font_weight,font-weight,100,100,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_letter_spacing,letter-spacing,153px,153px,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_line_height,line-height,652px,652px,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_text_decoration,text-decoration,underline,underline,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_text_transform,text-transform,uppercase,uppercase,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_number_word_spacing,word-spacing,146px,146px,.elementor-element-3ee2c40 .elementor-counter-number-wrapper,verified
batch-014.json,3ee2c40,typography_title_font_family,font-family,"Roboto, sans-serif","Roboto, sans-serif",.elementor-element-3ee2c40 .elementor-counter-title,not-comparable
batch-014.json,3ee2c40,typography_title_font_size,font-size,157px,157px,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_font_style,font-style,normal,normal,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_font_weight,font-weight,100,100,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_letter_spacing,letter-spacing,975px,975px,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_line_height,line-height,390px,390px,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_text_decoration,text-decoration,underline,underline,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_text_transform,text-transform,uppercase,uppercase,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,3ee2c40,typography_title_word_spacing,word-spacing,858px,858px,.elementor-element-3ee2c40 .elementor-counter-title,verified
batch-014.json,0994e53,_background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_background_gradient_angle,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_background_gradient_angle,background-image,"linear-gradient(596deg, rgb(75, 111, 81) 130%, rgb(91, 56, 99) 696%)","linear-gradient(596deg, rgb(75, 111, 81) 130%, rgb(91, 56, 99) 696%)",.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,_background_hover_gradient_angle,background-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,_background_hover_gradient_angle,background-image,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,_border_border,border-style,solid,solid,.elementor-element-0994e53,verified
batch-014.json,0994e53,_border_color,border-color,"rgb(122, 178, 197)","rgb(122, 178, 197)",.elementor-element-0994e53,verified
batch-014.json,0994e53,_border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,_border_hover_color,border-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,_border_hover_width,border-width,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,_border_width,border-width,81px 82px 83px 84px,81px 82px 83px 84px,.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_element_width,width,100%,1290px,.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_element_width,max-width,100%,100%,.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_element_vertical_align,align-self,flex-start,flex-start,.elementor-element-0994e53,verified
batch-014.json,0994e53,_flex_order,--order,7,7,.elementor-element-0994e53.elementor-element,not-comparable
batch-014.json,0994e53,_flex_order_custom,--order,7,7,.elementor-element-0994e53.elementor-element,not-comparable
batch-014.json,0994e53,_grid_column,grid-column,,eh-sweep,.elementor-element-0994e53,not-declared
batch-014.json,0994e53,_grid_column_custom,grid-column,,eh-sweep,.elementor-element-0994e53,not-declared
batch-014.json,0994e53,_grid_row,grid-row,,eh-sweep,.elementor-element-0994e53,not-declared
batch-014.json,0994e53,_grid_row_custom,grid-row,,eh-sweep,.elementor-element-0994e53,not-declared
batch-014.json,0994e53,_mask_position,-webkit-mask-position,,497px 946px,.elementor-element-0994e53:not( .elementor-widget-image ),not-declared
batch-014.json,0994e53,_mask_position_x,-webkit-mask-position-x,,497px,.elementor-element-0994e53:not( .elementor-widget-image ),not-declared
batch-014.json,0994e53,_mask_position_y,-webkit-mask-position-y,,946px,.elementor-element-0994e53:not( .elementor-widget-image ),not-declared
batch-014.json,0994e53,_mask_shape,-webkit-mask-image,,"url(""http://moksaweb.com/wp-content/plugins/elementor/assets/mask-shapes/circle.svg"")",.elementor-element-0994e53:not( .elementor-widget-image ),not-declared
batch-014.json,0994e53,_mask_size,-webkit-mask-size,,489px,.elementor-element-0994e53:not( .elementor-widget-image ),not-declared
batch-014.json,0994e53,_mask_size_scale,-webkit-mask-size,,489px,.elementor-element-0994e53:not( .elementor-widget-image ),not-declared
batch-014.json,0994e53,_transform_scale_effect,--e-transform-scale,779,779,.elementor-element-0994e53,not-comparable
batch-014.json,0994e53,_transform_scale_effect_hover,--e-transform-scale,,,{{WRAPPER}}:hover,hover-only
batch-014.json,0994e53,number_gap,gap,890px,890px,.elementor-element-0994e53 .elementor-counter-number-wrapper,verified
batch-014.json,0994e53,title_vertical_alignment,align-items,start,start,.elementor-element-0994e53 .elementor-counter-title,verified
batch-014.json,abd036a,_background_color,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-abd036a,not-comparable
batch-014.json,abd036a,_background_gradient_position,background-color,transparent,"rgba(0, 0, 0, 0)",.elementor-element-abd036a,not-comparable
batch-014.json,abd036a,_background_gradient_position,background-image,"radial-gradient(rgb(75, 111, 81) 130%, rgb(91, 56, 99) 696%)","radial-gradient(rgb(75, 111, 81) 130%, rgb(91, 56, 99) 696%)",.elementor-element-abd036a,not-comparable
batch-014.json,abd036a,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,abd036a,_background_hover_gradient_position,background-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,abd036a,_background_hover_gradient_position,background-image,,,{{WRAPPER}}:hover,hover-only
batch-014.json,abd036a,_offset_x_end,right,465px,465px,body:not(.rtl) .elementor-element-abd036a,verified
batch-014.json,abd036a,_offset_y_end,bottom,46px,46px,.elementor-element-abd036a,verified
batch-014.json,e49e04b,_background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-014.json,e49e04b,_background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,e49e04b,_background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-014.json,e49e04b,_background_hover_ypos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-014.json,e49e04b,_background_hover_xpos,background-position,,,{{WRAPPER}}:hover,hover-only
batch-014.json,e49e04b,_background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-e49e04b,not-comparable
batch-014.json,e49e04b,_background_size,background-size,auto,auto,.elementor-element-e49e04b,verified
batch-014.json,e49e04b,_background_position,background-position,295px 198px,295px 198px,.elementor-element-e49e04b,not-comparable
batch-014.json,e49e04b,_background_ypos,background-position,295px 198px,295px 198px,.elementor-element-e49e04b,not-comparable
batch-014.json,e49e04b,_background_xpos,background-position,295px 198px,295px 198px,.elementor-element-e49e04b,not-comparable
batch-014.json,959368b,_background_hover_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,959368b,_background_hover_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,959368b,_background_slideshow_background_position,background-position,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,959368b,_background_slideshow_background_size,background-size,,,{{WRAPPER}} .elementor-background-slideshow__slide__image,no-target-node
batch-014.json,c0937b3,_background_hover_video_fallback,background,,,{{WRAPPER}}:hover,hover-only
batch-014.json,c0937b3,_background_hover_video_fallback,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,c0937b3,_background_video_fallback,background,"url(""https://example.com/eh-sweep-probe.png"") 50% 50% / cover","rgba(0, 0, 0, 0) url(""https://example.com/eh-sweep-probe.png"") repeat scroll 50% 50% / cover padding-box border-box",.elementor-element-c0937b3,not-comparable
batch-014.json,c0937b3,_background_video_fallback,background-size,,cover,.elementor-element-c0937b3,not-declared
batch-014.json,08d1dff,_background_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")","url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_background_attachment,background-attachment,scroll,scroll,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_background_size,background-size,287px,287px,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_background_bg_width,background-size,287px,287px,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_background_color,background-color,"rgb(103, 224, 81)","rgb(103, 224, 81)",.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_background_hover_image,background-image,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_attachment,background-attachment,,,(desktop+){{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_size,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_bg_width,background-size,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_color,background-color,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_position,background-position,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_repeat,background-repeat,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_background_hover_transition,transition,"background 203s, border 970s, border-radius 970s, box-shadow 970s","background 203s, border 970s, border-radius 970s, box-shadow 970s",.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_background_position,background-position,center center,50% 50%,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_background_repeat,background-repeat,no-repeat,no-repeat,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_border_border,border-style,none,none,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_border_hover_border,border-style,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_border_hover_transition,transition,"background 203s, border 970s, border-radius 970s, box-shadow 970s","background 203s, border 970s, border-radius 970s, box-shadow 970s",.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_border_radius,border-radius,21px 22px 23px 24px,21px 22px 23px 24px,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_border_radius_hover,border-radius,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_box_shadow_box_shadow,box-shadow,"rgb(238, 131, 75) 3px 5px 7px 2px","rgb(238, 131, 75) 3px 5px 7px 2px",.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_box_shadow_hover_box_shadow,box-shadow,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_element_width,width,"var( --container-widget-width, 548px )",548px,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_element_width,max-width,548px,100%,.elementor-element-08d1dff,OVERRIDDEN
batch-014.json,08d1dff,_element_custom_width,--container-widget-width,548px,548px,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_element_custom_width,--container-widget-flex-grow,0,0,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_element_custom_width,width,"var( --container-widget-width, 548px )",548px,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_element_custom_width,max-width,548px,100%,.elementor-element-08d1dff,OVERRIDDEN
batch-014.json,08d1dff,_flex_align_self,--align-self,flex-start,flex-start,.elementor-element-08d1dff.elementor-element,verified
batch-014.json,08d1dff,_flex_grow,--flex-grow,2,2,.elementor-element-08d1dff.elementor-element,not-comparable
batch-014.json,08d1dff,_flex_order,--order,-99999,-99999,.elementor-element-08d1dff.elementor-element,not-comparable
batch-014.json,08d1dff,_flex_shrink,--flex-shrink,8,8,.elementor-element-08d1dff.elementor-element,not-comparable
batch-014.json,08d1dff,_grid_column,grid-column,,span 1,.elementor-element-08d1dff,not-declared
batch-014.json,08d1dff,_grid_row,grid-row,,span 1,.elementor-element-08d1dff,not-declared
batch-014.json,08d1dff,_margin,margin,"17px 18px calc(var(--kit-widget-spacing, 0px) + 19px) 20px",17px 18px 19px 20px,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_mask_shape,-webkit-mask-image,,"url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-08d1dff:not( .elementor-widget-image ),not-declared
batch-014.json,08d1dff,_mask_image,-webkit-mask-image,,"url(""https://example.com/eh-sweep-probe.png"")",.elementor-element-08d1dff:not( .elementor-widget-image ),not-declared
batch-014.json,08d1dff,_mask_position,-webkit-mask-position,,50% 50%,.elementor-element-08d1dff:not( .elementor-widget-image ),not-declared
batch-014.json,08d1dff,_mask_size,-webkit-mask-size,,contain,.elementor-element-08d1dff:not( .elementor-widget-image ),not-declared
batch-014.json,08d1dff,_mask_repeat,-webkit-mask-repeat,,no-repeat,.elementor-element-08d1dff:not( .elementor-widget-image ),not-declared
batch-014.json,08d1dff,_offset_x,left,87px,87px,body:not(.rtl) .elementor-element-08d1dff,verified
batch-014.json,08d1dff,_offset_y,top,290px,290px,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_padding,padding,50px 51px 52px 53px,50px 51px 52px 53px,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_transform_flipX_effect,--e-transform-flipX,-1,-1,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_transform_flipX_effect_hover,--e-transform-flipX,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_transform_flipY_effect,--e-transform-flipY,-1,-1,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_transform_flipY_effect_hover,--e-transform-flipY,,,{{WRAPPER}}:hover,hover-only
batch-014.json,08d1dff,_transform_rotate_3d,--e-transform-rotateX,287deg,287deg,.elementor-element-08d1dff,not-comparable
batch-014.json,08d1dff,_transform_rotate_3d,--e-transform-perspective,692px,692px,.elementor-element-08d1dff,verified
batch-014.json,08d1dff,_transform_perspective_effect,--e-transform-perspective,692px,692px,.elementor-element-08d1dff,verified
