element,owner,control,property,declared,computed,status
89a3238,html,_transform_scaleX_effect_hover,--e-transform-scaleX,946,,no-target-node
89a3238,html,_transform_scaleY_effect_hover,--e-transform-scaleY,163,,no-target-node
89a3238,html,_transform_skewX_effect_hover,--e-transform-skewX,324deg,,no-target-node
89a3238,html,_transform_skewY_effect_hover,--e-transform-skewY,895deg,,no-target-node
89a3238,html,_transform_translateX_effect_hover,--e-transform-translateX,404px,,no-target-node
89a3238,html,_transform_translateY_effect_hover,--e-transform-translateY,481px,,no-target-node
9c9ee17,html,_background_hover_color,background-color,transparent,,no-target-node
9c9ee17,html,_background_hover_gradient_angle,background-color,transparent,,no-target-node
9c9ee17,html,_background_hover_gradient_angle,background-image,"linear-gradient(846deg, rgb(74, 223, 83) 369%, rgb(72, 180, 96) 226%)",,no-target-node
9c9ee17,html,_border_hover_border,border-style,solid,,no-target-node
9c9ee17,html,_border_hover_color,border-color,"rgb(195, 148, 184)",,no-target-node
9c9ee17,html,_border_hover_width,border-width,26px 27px 28px 29px,,no-target-node
9c9ee17,html,_transform_scale_effect_hover,--e-transform-scale,163,,no-target-node
ed30809,html,_background_hover_color,background-color,transparent,,no-target-node
ed30809,html,_background_hover_gradient_position,background-color,transparent,,no-target-node
ed30809,html,_background_hover_gradient_position,background-image,"radial-gradient(rgb(74, 223, 83) 369%, rgb(72, 180, 96) 226%)",,no-target-node
f7e9209,html,_background_hover_image,background-image,"url(""https://example.com/eh-sweep-probe.png"")",,no-target-node
f7e9209,html,_background_hover_size,background-size,auto,,no-target-node
f7e9209,html,_background_hover_position,background-position,988px 718px,,no-target-node
f7e9209,html,_background_hover_ypos,background-position,988px 718px,,no-target-node
f7e9209,html,_background_hover_xpos,background-position,988px 718px,,no-target-node
